Convertible stand/table ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=%22plant+stand%22&s2=ikea&OS=""plant+stand""+AND+ikea&RS=""plant+stand""+AND+ikea",https://pdfpiw.uspto.gov/.piw?Docid=9557002
Magnetic ball joint for convertible stand/table ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=%22plant+stand%22&s2=ikea&OS=""plant+stand""+AND+ikea&RS=""plant+stand""+AND+ikea",https://pdfpiw.uspto.gov/.piw?Docid=9377156
Locking hinge for convertible stand/table ,"http://patft.uspto.gov//netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3&f=G&l=50&co1=AND&d=PTXT&s1=%22plant+stand%22&s2=ikea&OS=""plant+stand""+AND+ikea&RS=""plant+stand""+AND+ikea",https://pdfpiw.uspto.gov/.piw?Docid=9103150
